GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RNHE001,RR7E001,NAME_M,RNHM001,RR7M001
"G2600930","2005-2009",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Michigan",74210,225900,"Livingston County, Michigan",1752,2242
"G2600950","2005-2009",,,"Michigan","26","Luce County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Luce County, Michigan",36869,89000,"Luce County, Michigan",3225,3930
"G2600970","2005-2009",,,"Michigan","26","Mackinac County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Mackinac County, Michigan",39919,129000,"Mackinac County, Michigan",2806,9172
"G2600990","2005-2009",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Macomb County, Michigan",55466,163600,"Macomb County, Michigan",634,639
"G2601010","2005-2009",,,"Michigan","26","Manistee County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Manistee County, Michigan",39995,125500,"Manistee County, Michigan",1566,4535
"G2601030","2005-2009",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Marquette County, Michigan",43692,120800,"Marquette County, Michigan",1491,3193
"G2601050","2005-2009",,,"Michigan","26","Mason County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Michigan",39511,120300,"Mason County, Michigan",1779,4183
"G2601070","2005-2009",,,"Michigan","26","Mecosta County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Mecosta County, Michigan",36100,121500,"Mecosta County, Michigan",1657,3766
"G2601090","2005-2009",,,"Michigan","26","Menominee County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Menominee County, Michigan",41514,95900,"Menominee County, Michigan",1011,3230
"G2601110","2005-2009",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Midland County, Michigan",50361,132100,"Midland County, Michigan",1403,3003
"G2601130","2005-2009",,,"Michigan","26","Missaukee County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Missaukee County, Michigan",38397,113400,"Missaukee County, Michigan",1709,3347
"G2601150","2005-2009",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Michigan",56855,165400,"Monroe County, Michigan",1154,1645
"G2601170","2005-2009",,,"Michigan","26","Montcalm County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Montcalm County, Michigan",41082,115000,"Montcalm County, Michigan",1577,3078
"G2601190","2005-2009",,,"Michigan","26","Montmorency County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Montmorency County, Michigan",34409,103900,"Montmorency County, Michigan",2060,7418
"G2601210","2005-2009",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Muskegon County, Michigan",41800,114100,"Muskegon County, Michigan",913,1674
"G2601230","2005-2009",,,"Michigan","26","Newaygo County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"Newaygo County, Michigan",43278,116400,"Newaygo County, Michigan",1482,2106
"G2601250","2005-2009",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Oakland County, Michigan",67292,214600,"Oakland County, Michigan",658,1252
"G2601270","2005-2009",,,"Michigan","26","Oceana County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Oceana County, Michigan",39725,115000,"Oceana County, Michigan",1390,2627
"G2601290","2005-2009",,,"Michigan","26","Ogemaw County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Ogemaw County, Michigan",35081,108100,"Ogemaw County, Michigan",1280,3963
"G2601310","2005-2009",,,"Michigan","26","Ontonagon County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Ontonagon County, Michigan",34140,74600,"Ontonagon County, Michigan",3543,2432
"G2601330","2005-2009",,,"Michigan","26","Osceola County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Osceola County, Michigan",37326,102600,"Osceola County, Michigan",1347,3121
"G2601350","2005-2009",,,"Michigan","26","Oscoda County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Oscoda County, Michigan",33028,97400,"Oscoda County, Michigan",2778,6136
"G2601370","2005-2009",,,"Michigan","26","Otsego County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Otsego County, Michigan",44790,122200,"Otsego County, Michigan",2031,3226
"G2601390","2005-2009",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Ottawa County, Michigan",57126,162400,"Ottawa County, Michigan",1272,1297
"G2601410","2005-2009",,,"Michigan","26","Presque Isle County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Presque Isle County, Michigan",37536,109700,"Presque Isle County, Michigan",1587,5104
"G2601430","2005-2009",,,"Michigan","26","Roscommon County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Roscommon County, Michigan",34276,110900,"Roscommon County, Michigan",1855,5693
"G2601450","2005-2009",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"Saginaw County, Michigan",42244,109500,"Saginaw County, Michigan",856,1856
"G2601470","2005-2009",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Michigan",50648,156100,"St. Clair County, Michigan",1226,2083
"G2601490","2005-2009",,,"Michigan","26","St. Joseph County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph County, Michigan",43667,116000,"St. Joseph County, Michigan",1545,2724
"G2601510","2005-2009",,,"Michigan","26","Sanilac County","151",,,,,,,,,,,,,,,,,,,,,,,,,,"Sanilac County, Michigan",40146,120100,"Sanilac County, Michigan",1257,2717
"G2601530","2005-2009",,,"Michigan","26","Schoolcraft County","153",,,,,,,,,,,,,,,,,,,,,,,,,,"Schoolcraft County, Michigan",37906,88500,"Schoolcraft County, Michigan",3812,4228
"G2601550","2005-2009",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,,,,,,,,,"Shiawassee County, Michigan",46260,133600,"Shiawassee County, Michigan",1396,2504
"G2601570","2005-2009",,,"Michigan","26","Tuscola County","157",,,,,,,,,,,,,,,,,,,,,,,,,,"Tuscola County, Michigan",42851,116600,"Tuscola County, Michigan",1224,2509
"G2601590","2005-2009",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Michigan",43740,124700,"Van Buren County, Michigan",1396,3364
"G2601610","2005-2009",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,,,,,,,,,"Washtenaw County, Michigan",58807,222900,"Washtenaw County, Michigan",1039,2167
"G2601630","2005-2009",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Michigan",42232,125300,"Wayne County, Michigan",360,876
"G2601650","2005-2009",,,"Michigan","26","Wexford County","165",,,,,,,,,,,,,,,,,,,,,,,,,,"Wexford County, Michigan",40232,111500,"Wexford County, Michigan",1723,2972
"G2700010","2005-2009",,,"Minnesota","27","Aitkin County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Aitkin County, Minnesota",39452,176200,"Aitkin County, Minnesota",1683,7035
"G2700030","2005-2009",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Anoka County, Minnesota",69407,226700,"Anoka County, Minnesota",939,1111
"G2700050","2005-2009",,,"Minnesota","27","Becker County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Becker County, Minnesota",46142,159800,"Becker County, Minnesota",1390,3551
"G2700070","2005-2009",,,"Minnesota","27","Beltrami County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Beltrami County, Minnesota",43678,137900,"Beltrami County, Minnesota",1619,5244
"G2700090","2005-2009",,,"Minnesota","27","Benton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Minnesota",50071,169500,"Benton County, Minnesota",3338,3036
"G2700110","2005-2009",,,"Minnesota","27","Big Stone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Big Stone County, Minnesota",39973,79200,"Big Stone County, Minnesota",2534,3684
"G2700130","2005-2009",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Blue Earth County, Minnesota",45902,160600,"Blue Earth County, Minnesota",2051,2975
"G2700150","2005-2009",,,"Minnesota","27","Brown County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Minnesota",48067,121300,"Brown County, Minnesota",2175,3748
"G2700170","2005-2009",,,"Minnesota","27","Carlton County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Carlton County, Minnesota",51552,159000,"Carlton County, Minnesota",1932,3031
"G2700190","2005-2009",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Carver County, Minnesota",78436,284600,"Carver County, Minnesota",1880,5803
"G2700210","2005-2009",,,"Minnesota","27","Cass County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Minnesota",41501,181300,"Cass County, Minnesota",1644,8276
"G2700230","2005-2009",,,"Minnesota","27","Chippewa County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Chippewa County, Minnesota",42441,90200,"Chippewa County, Minnesota",1923,5463
"G2700250","2005-2009",,,"Minnesota","27","Chisago County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Chisago County, Minnesota",65100,231100,"Chisago County, Minnesota",2053,3197
"G2700270","2005-2009",,,"Minnesota","27","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Minnesota",47806,139800,"Clay County, Minnesota",1812,2855
"G2700290","2005-2009",,,"Minnesota","27","Clearwater County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Clearwater County, Minnesota",37744,108300,"Clearwater County, Minnesota",2185,5126
"G2700310","2005-2009",,,"Minnesota","27","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Minnesota",47933,233300,"Cook County, Minnesota",3484,15831
"G2700330","2005-2009",,,"Minnesota","27","Cottonwood County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Cottonwood County, Minnesota",39878,81100,"Cottonwood County, Minnesota",2321,3916
"G2700350","2005-2009",,,"Minnesota","27","Crow Wing County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Crow Wing County, Minnesota",44075,186900,"Crow Wing County, Minnesota",1137,3738
"G2700370","2005-2009",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Dakota County, Minnesota",73209,245300,"Dakota County, Minnesota",925,1220
"G2700390","2005-2009",,,"Minnesota","27","Dodge County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Minnesota",62269,161000,"Dodge County, Minnesota",2771,3582
"G2700410","2005-2009",,,"Minnesota","27","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Minnesota",44918,172700,"Douglas County, Minnesota",1974,4000
"G2700430","2005-2009",,,"Minnesota","27","Faribault County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Faribault County, Minnesota",40548,86700,"Faribault County, Minnesota",1765,2872
"G2700450","2005-2009",,,"Minnesota","27","Fillmore County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Fillmore County, Minnesota",45454,132700,"Fillmore County, Minnesota",1519,4848
"G2700470","2005-2009",,,"Minnesota","27","Freeborn County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Freeborn County, Minnesota",44018,111900,"Freeborn County, Minnesota",2050,3584
"G2700490","2005-2009",,,"Minnesota","27","Goodhue County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Goodhue County, Minnesota",55632,190900,"Goodhue County, Minnesota",1875,4276
"G2700510","2005-2009",,,"Minnesota","27","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Minnesota",39975,99400,"Grant County, Minnesota",3252,4477
"G2700530","2005-2009",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Hennepin County, Minnesota",61387,248600,"Hennepin County, Minnesota",544,883
"G2700550","2005-2009",,,"Minnesota","27","Houston County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Minnesota",51945,144000,"Houston County, Minnesota",2323,5036
"G2700570","2005-2009",,,"Minnesota","27","Hubbard County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Hubbard County, Minnesota",43999,169600,"Hubbard County, Minnesota",1475,4692
"G2700590","2005-2009",,,"Minnesota","27","Isanti County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Isanti County, Minnesota",57496,208500,"Isanti County, Minnesota",2232,4100
"G2700610","2005-2009",,,"Minnesota","27","Itasca County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Itasca County, Minnesota",43396,141600,"Itasca County, Minnesota",1321,3772
"G2700630","2005-2009",,,"Minnesota","27","Jackson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Minnesota",41797,92400,"Jackson County, Minnesota",1700,5233
"G2700650","2005-2009",,,"Minnesota","27","Kanabec County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Kanabec County, Minnesota",45382,163200,"Kanabec County, Minnesota",1738,4022
"G2700670","2005-2009",,,"Minnesota","27","Kandiyohi County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Kandiyohi County, Minnesota",50381,154800,"Kandiyohi County, Minnesota",1837,4252
"G2700690","2005-2009",,,"Minnesota","27","Kittson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Kittson County, Minnesota",47770,60700,"Kittson County, Minnesota",3147,4666
"G2700710","2005-2009",,,"Minnesota","27","Koochiching County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Koochiching County, Minnesota",39088,96400,"Koochiching County, Minnesota",4071,4788
"G2700730","2005-2009",,,"Minnesota","27","Lac qui Parle County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Lac qui Parle County, Minnesota",44753,73900,"Lac qui Parle County, Minnesota",2299,4384
"G2700750","2005-2009",,,"Minnesota","27","Lake County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Minnesota",44433,139300,"Lake County, Minnesota",3550,5965
"G2700770","2005-2009",,,"Minnesota","27","Lake of the Woods County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Lake of the Woods County, Minnesota",44306,125700,"Lake of the Woods County, Minnesota",7007,18652
"G2700790","2005-2009",,,"Minnesota","27","Le Sueur County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Le Sueur County, Minnesota",56489,181800,"Le Sueur County, Minnesota",2224,5610
"G2700810","2005-2009",,,"Minnesota","27","Lincoln County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Minnesota",41730,75100,"Lincoln County, Minnesota",2399,4011
"G2700830","2005-2009",,,"Minnesota","27","Lyon County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Minnesota",45842,132800,"Lyon County, Minnesota",2424,4208
"G2700850","2005-2009",,,"Minnesota","27","McLeod County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"McLeod County, Minnesota",56615,169100,"McLeod County, Minnesota",3163,2913
"G2700870","2005-2009",,,"Minnesota","27","Mahnomen County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Mahnomen County, Minnesota",38409,86400,"Mahnomen County, Minnesota",3154,4540
"G2700890","2005-2009",,,"Minnesota","27","Marshall County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Minnesota",46316,78600,"Marshall County, Minnesota",1641,2778
"G2700910","2005-2009",,,"Minnesota","27","Martin County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Minnesota",42832,95700,"Martin County, Minnesota",2025,2765
"G2700930","2005-2009",,,"Minnesota","27","Meeker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Meeker County, Minnesota",52031,166800,"Meeker County, Minnesota",1754,3726
"G2700950","2005-2009",,,"Minnesota","27","Mille Lacs County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Mille Lacs County, Minnesota",45817,172400,"Mille Lacs County, Minnesota",1782,4291
"G2700970","2005-2009",,,"Minnesota","27","Morrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Morrison County, Minnesota",48582,158900,"Morrison County, Minnesota",2346,3263
"G2700990","2005-2009",,,"Minnesota","27","Mower County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Mower County, Minnesota",45274,106700,"Mower County, Minnesota",1826,3962
"G2701010","2005-2009",,,"Minnesota","27","Murray County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Murray County, Minnesota",45260,86200,"Murray County, Minnesota",2425,3903
"G2701030","2005-2009",,,"Minnesota","27","Nicollet County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Nicollet County, Minnesota",55355,170000,"Nicollet County, Minnesota",2193,4072
"G2701050","2005-2009",,,"Minnesota","27","Nobles County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Nobles County, Minnesota",42042,92400,"Nobles County, Minnesota",2181,4390
"G2701070","2005-2009",,,"Minnesota","27","Norman County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Norman County, Minnesota",39709,74600,"Norman County, Minnesota",2390,2783
"G2701090","2005-2009",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Olmsted County, Minnesota",64840,172300,"Olmsted County, Minnesota",1162,1906
"G2701110","2005-2009",,,"Minnesota","27","Otter Tail County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Otter Tail County, Minnesota",42821,152400,"Otter Tail County, Minnesota",1018,4102
"G2701130","2005-2009",,,"Minnesota","27","Pennington County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Pennington County, Minnesota",44015,88300,"Pennington County, Minnesota",3044,4513
"G2701150","2005-2009",,,"Minnesota","27","Pine County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Pine County, Minnesota",43618,163300,"Pine County, Minnesota",1504,3189
"G2701170","2005-2009",,,"Minnesota","27","Pipestone County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Pipestone County, Minnesota",38357,78200,"Pipestone County, Minnesota",2559,5833
"G2701190","2005-2009",,,"Minnesota","27","Polk County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Minnesota",45076,106100,"Polk County, Minnesota",1840,3483
"G2701210","2005-2009",,,"Minnesota","27","Pope County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Minnesota",47001,145000,"Pope County, Minnesota",1638,5573
"G2701230","2005-2009",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"Ramsey County, Minnesota",52329,223200,"Ramsey County, Minnesota",670,1112
"G2701250","2005-2009",,,"Minnesota","27","Red Lake County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Red Lake County, Minnesota",45833,77000,"Red Lake County, Minnesota",2942,5141
"G2701270","2005-2009",,,"Minnesota","27","Redwood County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Redwood County, Minnesota",44034,86600,"Redwood County, Minnesota",1736,4068
"G2701290","2005-2009",,,"Minnesota","27","Renville County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Renville County, Minnesota",46588,93800,"Renville County, Minnesota",1947,2921
"G2701310","2005-2009",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Rice County, Minnesota",57754,207000,"Rice County, Minnesota",1524,4274
"G2701330","2005-2009",,,"Minnesota","27","Rock County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Minnesota",45826,94200,"Rock County, Minnesota",1968,5475
"G2701350","2005-2009",,,"Minnesota","27","Roseau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Roseau County, Minnesota",48974,94800,"Roseau County, Minnesota",2302,3755
"G2701370","2005-2009",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis County, Minnesota",44125,138200,"St. Louis County, Minnesota",673,1937
"G2701390","2005-2009",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Minnesota",83503,280200,"Scott County, Minnesota",1524,4241
"G2701410","2005-2009",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Sherburne County, Minnesota",71228,231000,"Sherburne County, Minnesota",1990,3037
"G2701430","2005-2009",,,"Minnesota","27","Sibley County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Sibley County, Minnesota",50656,147300,"Sibley County, Minnesota",1216,4463
"G2701450","2005-2009",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"Stearns County, Minnesota",51559,173900,"Stearns County, Minnesota",986,1812
"G2701470","2005-2009",,,"Minnesota","27","Steele County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"Steele County, Minnesota",55810,156000,"Steele County, Minnesota",1566,2513
"G2701490","2005-2009",,,"Minnesota","27","Stevens County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"Stevens County, Minnesota",45049,112100,"Stevens County, Minnesota",3862,6116
"G2701510","2005-2009",,,"Minnesota","27","Swift County","151",,,,,,,,,,,,,,,,,,,,,,,,,,"Swift County, Minnesota",40677,93300,"Swift County, Minnesota",3148,3916
"G2701530","2005-2009",,,"Minnesota","27","Todd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, Minnesota",42604,137200,"Todd County, Minnesota",1408,4371
"G2701550","2005-2009",,,"Minnesota","27","Traverse County","155",,,,,,,,,,,,,,,,,,,,,,,,,,"Traverse County, Minnesota",38881,67900,"Traverse County, Minnesota",2459,4768
"G2701570","2005-2009",,,"Minnesota","27","Wabasha County","157",,,,,,,,,,,,,,,,,,,,,,,,,,"Wabasha County, Minnesota",51541,155300,"Wabasha County, Minnesota",3075,5120
"G2701590","2005-2009",,,"Minnesota","27","Wadena County","159",,,,,,,,,,,,,,,,,,,,,,,,,,"Wadena County, Minnesota",34212,106900,"Wadena County, Minnesota",2655,5018
"G2701610","2005-2009",,,"Minnesota","27","Waseca County","161",,,,,,,,,,,,,,,,,,,,,,,,,,"Waseca County, Minnesota",49971,138500,"Waseca County, Minnesota",2634,6217
"G2701630","2005-2009",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Minnesota",78714,268300,"Washington County, Minnesota",1159,2713
"G2701650","2005-2009",,,"Minnesota","27","Watonwan County","165",,,,,,,,,,,,,,,,,,,,,,,,,,"Watonwan County, Minnesota",43535,88300,"Watonwan County, Minnesota",1325,3626
"G2701670","2005-2009",,,"Minnesota","27","Wilkin County","167",,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkin County, Minnesota",49327,97800,"Wilkin County, Minnesota",3968,11179
"G2701690","2005-2009",,,"Minnesota","27","Winona County","169",,,,,,,,,,,,,,,,,,,,,,,,,,"Winona County, Minnesota",42941,157400,"Winona County, Minnesota",1349,3524
"G2701710","2005-2009",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Minnesota",67090,226400,"Wright County, Minnesota",1437,2190
"G2701730","2005-2009",,,"Minnesota","27","Yellow Medicine County","173",,,,,,,,,,,,,,,,,,,,,,,,,,"Yellow Medicine County, Minnesota",46292,89600,"Yellow Medicine County, Minnesota",2925,4135
"G2800010","2005-2009",,,"Mississippi","28","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Mississippi",28868,72400,"Adams County, Mississippi",1997,4899
"G2800030","2005-2009",,,"Mississippi","28","Alcorn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Alcorn County, Mississippi",31826,83800,"Alcorn County, Mississippi",1847,3752
"G2800050","2005-2009",,,"Mississippi","28","Amite County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Amite County, Mississippi",27728,68400,"Amite County, Mississippi",3835,6733
"G2800070","2005-2009",,,"Mississippi","28","Attala County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Attala County, Mississippi",30096,71100,"Attala County, Mississippi",2733,4328
"G2800090","2005-2009",,,"Mississippi","28","Benton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Mississippi",28667,61800,"Benton County, Mississippi",2971,9005
"G2800110","2005-2009",,,"Mississippi","28","Bolivar County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Bolivar County, Mississippi",24920,74200,"Bolivar County, Mississippi",1530,4689
"G2800130","2005-2009",,,"Mississippi","28","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Mississippi",27078,61300,"Calhoun County, Mississippi",1957,3710
"G2800150","2005-2009",,,"Mississippi","28","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Mississippi",28100,64400,"Carroll County, Mississippi",3272,3556
"G2800170","2005-2009",,,"Mississippi","28","Chickasaw County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Chickasaw County, Mississippi",29581,58700,"Chickasaw County, Mississippi",3150,4723
"G2800190","2005-2009",,,"Mississippi","28","Choctaw County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Choctaw County, Mississippi",30054,70300,"Choctaw County, Mississippi",2305,6601
"G2800210","2005-2009",,,"Mississippi","28","Claiborne County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Claiborne County, Mississippi",24104,52500,"Claiborne County, Mississippi",4033,3933
"G2800230","2005-2009",,,"Mississippi","28","Clarke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Mississippi",31029,60200,"Clarke County, Mississippi",3382,4384
"G2800250","2005-2009",,,"Mississippi","28","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Mississippi",30765,72700,"Clay County, Mississippi",1979,5854
"G2800270","2005-2009",,,"Mississippi","28","Coahoma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Coahoma County, Mississippi",25489,55900,"Coahoma County, Mississippi",2876,2915
"G2800290","2005-2009",,,"Mississippi","28","Copiah County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Copiah County, Mississippi",35342,72400,"Copiah County, Mississippi",1857,4196
"G2800310","2005-2009",,,"Mississippi","28","Covington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Covington County, Mississippi",30483,76700,"Covington County, Mississippi",2599,6077
"G2800330","2005-2009",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"DeSoto County, Mississippi",57995,148800,"DeSoto County, Mississippi",1198,2528
"G2800350","2005-2009",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Forrest County, Mississippi",33143,97600,"Forrest County, Mississippi",1351,4251
"G2800370","2005-2009",,,"Mississippi","28","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Mississippi",34236,77300,"Franklin County, Mississippi",2559,10325
"G2800390","2005-2009",,,"Mississippi","28","George County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"George County, Mississippi",46849,88100,"George County, Mississippi",3646,8571
"G2800410","2005-2009",,,"Mississippi","28","Greene County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Mississippi",38252,65400,"Greene County, Mississippi",9262,7518
